lambda (um)              Refle
0.49195979899497494      0.028688880843441022
0.49346733668341713      0.028788717415627777
0.4949748743718594       0.028851980019867707
0.4964824120603015       0.02887866535177006
0.4979899497487438       0.028871279981395256
0.499497487437186        0.028834511943029034
0.5010050251256282       0.02877487198943183
0.5025125628140704       0.028700321682019816
0.5040201005025126       0.0286198206147888
0.5055276381909548       0.028542678447645485
0.507035175879397        0.028477615104057778
0.5085427135678393       0.028431530382702082
0.5100502512562815       0.028408151210738246
0.5115577889447237       0.02840689933030886
0.5130653266331658       0.028422396383617116
0.5145728643216081       0.028444903895472457
0.5160804020100503       0.028461695646393524
0.5175879396984925       0.028459028296793306
0.5190954773869347       0.02842420261356925
0.5206030150753769       0.028347275182630163
0.5221105527638191       0.028222209961323477
0.5236180904522613       0.02804749097566622
0.5251256281407035       0.0278263323388894
0.5266331658291459       0.027566593016584408
0.528140703517588        0.027280376955101313
0.5296482412060303       0.02698315358484485
0.5311557788944724       0.02669216318907207
0.5326633165829147       0.026423971311838115
0.5341708542713568       0.02619135669380439
0.535678391959799        0.026000178870746005
0.5371859296482413       0.02584721874141612
0.5386934673366834       0.02571990355556629
0.5402010050251257       0.02559822249946272
0.5417085427135678       0.025458315889057743
0.5432160804020101       0.025276692395063555
0.5447236180904523       0.025034081387588104
0.5462311557788946       0.0247184038609232
0.5477386934673368       0.02432683400426695
0.549246231155779        0.023867088518890377
0.5507537688442211       0.023357825807651243
0.5522613065326634       0.02282750551903467
0.5537688442211056       0.022310632064356285
0.5552763819095478       0.021840588310207194
0.55678391959799         0.02143976705689144
0.5582914572864321       0.0211100537771288
0.5597989949748744       0.020828152255339002
0.5613065326633165       0.020548880911149717
0.5628140703517589       0.020215852542977048
0.5643216080402012       0.01977597768809221
0.5658291457286433       0.01919442240911067
0.5673366834170855       0.018468854555872858
0.5688442211055277       0.01764218014738346
0.5703517587939699       0.016807884137669375
0.5718592964824121       0.016092521355603625
0.5733668341708543       0.015599258470518216
0.5748743718592966       0.015327739758142583
0.5763819095477387       0.015139472653601417
0.577889447236181        0.01485250584529217
0.5793969849246231       0.014543349639343135
0.5809045226130655       0.015263611654255476
0.5824120603015076       0.0203655139953115
0.5839195979899499       0.04664686032540629
0.5854271356783921       0.04476748358269779
0.5869346733668342       0.041896735839441666
0.5884422110552764       0.04036927932876102
0.5899497487437186       0.039299691884439304
0.5914572864321609       0.03845526772436835
0.592964824120603        0.03774256681317309
0.5944723618090453       0.037115118873340514
0.5959798994974874       0.036546626387830246
0.5974874371859297       0.03602086207271186
0.5989949748743719       0.035527170512763544
0.6005025125628142       0.03505821958713962
0.6020100502512564       0.034608776475528916
0.6035175879396986       0.034174996200583924
0.6050251256281408       0.03375398590940211
0.606532663316583        0.033343526383509174
0.6080402010050252       0.03294188757701719
0.6095477386934673       0.03254770267414312
0.6110552763819096       0.03215987982050652
0.6125628140703518       0.03177753882862813
0.614070351758794        0.03139996486576508
0.6155778894472362       0.03102657395279344
0.6170854271356785       0.030656886843159925
0.6185929648241207       0.030290508956751852
0.6201005025125629       0.02992711475945027
0.6216080402010051       0.029566435456481816
0.6231155778894474       0.029208249189789363
0.6246231155778895       0.028852373151552084
0.6261306532663317       0.028498657181292474
0.6276381909547739       0.028146978524985097
0.6291457286432162       0.027797237512768257
0.6306532663316583       0.02744935397109327
0.6321608040201006       0.027103264226311236
0.6336683417085428       0.026758918589829594
0.635175879396985        0.026416279237606897
0.6366834170854272       0.026075318415480827
0.6381909547738694       0.025736016915332168
0.6396984924623117       0.025398362778361976
0.6412060301507538       0.025062350188926965
0.642713567839196        0.02472797853026677
0.6442211055276383       0.024395251577163005
0.6457286432160805       0.024064176806034832
0.6472361809045226       0.023734764804978967
0.6487437185929649       0.02340702876994835
0.6502512562814071       0.023080984074573305
0.6517587939698493       0.02275664790350301
0.6532663316582915       0.022434038940404126
0.6547738693467338       0.022113177102539416
0.656281407035176        0.02179408331601413
0.6577889447236182       0.02147677932491472
0.6592964824120604       0.021161287530308874
0.6608040201005027       0.02084763085377738
0.6623115577889448       0.02053583262247165
0.6638190954773869       0.020225916471601987
0.6653266331658292       0.019917906261903078
0.6668341708542714       0.019611826009415727
0.6683417085427136       0.019307699825357485
0.6698492462311558       0.019005551863839447
0.6713567839195981       0.01870540627659982
0.6728643216080403       0.01840728717255832
0.6743718592964825       0.01811121858128757
0.6758793969849247       0.01781722441962053
0.677386934673367        0.01752532846013283
0.6788944723618091       0.017235554301610317
0.6804020100502514       0.01694792533984273
0.6819095477386936       0.016662464739405056
0.6834170854271358       0.016379195405555855
0.6849246231155779       0.016098139956238475
0.6864321608040201       0.015819320693982727
0.6879396984924624       0.015542759577734575
0.6894472361809045       0.01526847819440868
0.6909547738693468       0.014996497730600314
0.692462311557789        0.014726838944194522
0.6939698492462313       0.014459522135974099
0.6954773869346734       0.014194567121837318
0.6969849246231157       0.01393199320493671
0.6984924623115579       0.013671819148919248
0.7000000000000001       0.013414063151498033
